taxon	total number of records	% total geocoded	Alameda	Alpine	Amador	Butte	Calaveras	Colusa	Contra Costa	Del Norte	El Dorado	Fresno	Glenn	Humboldt	Imperial	Inyo	Kern	Kings	Lake	Lassen	Los Angeles	Madera	Marin	Mariposa	Mendocino	Merced	Modoc	Mono	Monterey	Napa	Nevada	Orange	Placer	Plumas	Plumas or Sierra	Riverside	Sacramento	San Benito	San Bernardino	San Diego	San Francisco	San Joaquin	San Luis Obispo	San Mateo	Santa Barbara	Santa Clara	Santa Clara/Santa Cruz county line	Santa Cruz	Shasta	Sierra	Siskiyou	Solano	Sonoma	Stanislaus	Sutter	Tehama	Trinity	Tulare	Tuolumne	Unknown	Ventura	Yolo	Yuba	county	unknown
Hedeoma	19	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actaea	526	0.51	0.71	0.5	0.0	0.92	0.2	1.0	0.4	0.5	0.71	0.27	0.5	0.5	0.0	0.6	0.0	0.0	1.0	0.33	0.0	0.0	0.4	0.38	0.27	0.0	0.64	0.57	0.27	1.0	0.71	0.0	0.67	0.67	0.0	0.0	1.0	0.0	0.93	0.0	0.0	0.0	0.46	0.5	0.0	0.17	0.0	0.42	0.43	0.0	0.24	0.0	0.17	0.0	0.0	0.75	0.53	0.47	0.36	0.5	0.0	0.0	0.0	0.0	0.0
Micranthes	3062	0.67	0.68	0.74	0.53	0.77	0.62	1.0	0.64	0.95	0.75	0.58	0.4	0.93	0.0	0.61	0.88	0.0	0.92	0.79	0.93	0.68	0.63	0.6	0.44	0.38	0.82	0.64	0.64	0.68	0.57	1.0	0.98	0.62	0.0	0.95	0.8	0.44	0.89	0.91	0.5	0.0	0.57	0.5	0.89	0.46	0.0	0.74	0.86	0.95	0.68	0.92	0.55	0.71	0.58	0.82	0.63	0.5	0.66	0.07	0.64	1.0	1.0	0.0	0.0
Sericocarpus	165	0.49	0.0	0.0	0.0	0.83	0.25	0.0	0.0	0.26	0.67	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.6	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.19	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0
Eurybia	938	0.54	0.58	0.63	0.56	0.77	0.8	0.0	0.55	0.45	0.62	0.53	0.0	0.15	0.0	0.0	0.0	0.0	0.92	0.23	0.0	0.71	0.33	0.42	0.24	0.0	0.58	0.43	0.21	1.0	0.49	0.67	0.73	0.64	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.42	0.37	0.8	0.37	0.0	0.71	0.43	0.54	0.38	0.14	0.83	0.0	0.0	0.73	0.75	0.36	0.56	0.0	0.0	1.0	0.67	0.0	0.0
Sequoiadendron	286	0.74	1.0	0.0	0.0	1.0	0.9	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.33	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.0	0.0	1.0	0.0	0.0	0.0	0.0
Logfia	1966	0.75	0.43	0.0	0.33	0.65	1.0	1.0	0.73	0.0	0.83	0.78	0.25	0.6	1.0	0.52	0.57	1.0	0.92	0.0	0.62	0.25	0.47	0.55	0.2	1.0	0.0	0.0	0.42	0.59	1.0	0.83	0.0	0.0	0.0	0.96	0.0	0.14	0.86	0.9	0.5	1.0	0.64	0.0	0.69	0.25	0.0	1.0	1.0	0.0	0.0	0.5	0.71	0.8	0.0	1.0	0.5	0.58	0.57	0.5	0.88	0.0	0.0	0.0	0.0
Malosma	754	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.87	0.0	0.0	0.93	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.54	0.0	0.0	0.0	0.2
Styrax	720	0.83	0.0	0.0	0.6	1.0	0.89	0.95	0.0	0.0	1.0	0.29	1.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.93	1.0	0.0	1.0	1.0	0.0	0.96	0.77	0.0	0.0	0.33	0.0	0.75	0.0	0.0	0.0	0.84	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.33	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Olsynium	16	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Linanthus	4514	0.78	0.5	0.67	0.5	0.89	0.0	0.43	1.0	0.0	0.65	0.81	1.0	0.0	0.98	0.58	0.79	0.33	0.91	0.9	0.77	0.8	0.0	0.5	1.0	1.0	0.18	0.6	0.39	0.67	0.67	0.85	0.9	0.83	0.0	0.97	0.5	1.0	0.89	0.87	0.0	1.0	0.49	0.75	0.73	0.57	0.0	1.0	0.82	0.2	0.54	0.0	1.0	0.46	1.0	0.84	0.0	0.69	0.82	0.2	0.72	0.0	0.0	0.0	0.0
Eryngium	1344	0.68	0.91	0.0	0.86	0.72	0.82	0.75	0.7	0.0	1.0	0.68	0.6	0.0	0.0	0.0	0.91	0.0	0.72	0.84	0.0	0.61	0.48	0.5	0.47	0.71	0.73	0.0	0.48	0.27	0.63	0.0	0.43	0.65	0.0	1.0	0.69	0.0	0.0	0.85	0.0	0.84	0.39	0.77	0.6	0.5	0.0	1.0	0.75	0.75	0.73	0.71	0.83	0.81	0.91	0.71	0.67	0.64	0.89	0.0	0.0	0.83	0.5	0.0	0.0
Drymocallis	1376	0.69	0.33	0.54	0.56	0.95	0.75	1.0	1.0	0.75	0.65	0.48	1.0	0.27	0.0	0.72	0.54	0.0	0.6	0.71	0.89	0.4	1.0	0.67	0.57	0.0	0.65	0.66	0.59	0.0	0.66	0.78	0.81	0.62	0.0	1.0	1.0	0.0	0.91	0.93	0.0	0.0	0.38	0.2	0.55	0.6	0.0	1.0	0.69	0.43	0.35	1.0	0.25	0.0	0.0	0.88	0.6	0.36	0.6	0.5	0.47	1.0	1.0	0.0	0.0
Tripterocalyx	9	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Boechera	8520	0.71	1.0	0.47	0.53	0.89	0.67	0.86	0.31	0.92	0.59	0.62	0.85	0.52	1.0	0.77	0.75	0.0	0.87	0.74	0.71	0.65	0.0	0.66	0.35	0.0	0.46	0.76	0.41	0.0	0.49	0.0	0.84	0.66	0.0	0.98	0.6	0.0	0.94	0.89	0.0	0.0	0.65	0.0	0.73	0.5	0.0	0.0	0.59	0.52	0.37	0.0	1.0	0.5	0.6	0.61	0.46	0.63	0.69	0.1	0.69	0.0	0.0	0.0	0.4
Agrimonia	107	0.57	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.44	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0
Hesperocnide	517	0.64	0.53	0.0	0.0	1.0	0.0	1.0	0.57	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.07	0.0	1.0	0.0	0.55	0.0	0.56	0.67	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.58	0.5	0.0	0.0	0.94	0.0	0.14	0.78	0.91	0.5	0.0	0.53	0.31	0.63	0.57	0.0	0.56	0.0	0.0	0.0	0.0	0.67	0.33	1.0	0.0	0.0	1.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0
Lysimachia	10	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Potentilla	2490	0.71	0.5	0.63	0.4	0.86	0.0	0.5	0.0	0.36	0.67	0.74	1.0	0.23	1.0	0.79	0.68	0.0	0.71	0.69	0.9	0.63	0.0	0.66	0.1	0.0	0.75	0.74	0.76	0.0	0.63	0.0	0.88	0.8	0.0	0.95	0.67	0.0	0.9	0.67	0.27	0.75	0.68	0.85	0.75	0.0	0.0	1.0	0.69	0.48	0.6	0.67	0.75	0.0	0.0	0.8	0.58	0.66	0.69	0.12	0.71	0.0	0.0	0.0	0.0
Celtis	187	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	1.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Glehnia	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blepharizonia	285	0.58	0.76	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.78	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.86	0.28	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cuniculotinus	14	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corethrogyne	3245	0.89	0.76	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.71	0.0	1.0	0.0	0.67	0.98	1.0	0.0	0.0	0.98	0.63	0.97	0.65	0.94	1.0	0.0	1.0	0.92	0.0	0.0	0.98	0.0	0.0	0.0	0.95	0.0	0.96	0.98	0.88	1.0	0.0	0.63	0.94	0.97	0.71	0.0	0.9	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.67	1.0	0.07	0.85	0.0	0.0	0.0	0.13
Gentianella	44	0.32	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	1.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blennosperma	260	0.54	0.67	0.0	0.0	0.72	0.43	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.26	0.5	0.0	0.0	0.6	0.0	0.0	1.0	0.57	0.0	0.0	0.84	0.5	0.25	0.2	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.68	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.4	1.0	0.0	0.0
Gratiola	393	0.75	0.0	0.0	0.33	0.87	0.71	0.0	0.0	0.33	1.0	1.0	0.0	0.45	0.0	0.0	1.0	0.0	0.89	0.87	0.0	0.44	1.0	1.0	0.83	0.8	0.72	0.0	0.0	0.55	0.0	0.0	0.83	0.79	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.83	0.0	1.0	0.0	0.0	0.0	0.0	0.75	0.75	0.5	0.71	0.23	1.0	0.0	0.9	0.0	0.0	0.79	0.0	0.0	0.0	1.0	0.0	0.0
Orochaenactis	254	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lycopodium	48	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lithospermum	269	0.5	1.0	0.0	0.0	0.81	0.0	0.0	0.0	0.13	1.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.67	0.0	0.58	0.48	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	1.0	0.3	0.0	0.0	0.0	0.0	0.67	0.43	0.0	1.0	0.0	0.0	0.0	0.25	0.0	0.0
Transberingia	5	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campanula	509	0.72	1.0	0.0	0.0	0.88	0.0	0.67	0.82	0.59	0.0	1.0	0.0	0.33	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.72	0.0	0.9	0.0	1.0	0.0	0.2	0.63	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	1.0	0.0	0.79	0.0	1.0	0.84	0.0	0.71	0.0	0.81	0.69	0.0	1.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lathyrus	2205	0.68	0.75	0.0	0.63	0.97	0.86	0.75	0.5	0.85	0.78	0.7	0.57	0.49	1.0	0.0	0.9	0.0	0.72	1.0	0.61	0.65	0.59	0.64	0.37	1.0	0.73	0.0	0.43	0.63	0.89	0.59	1.0	0.91	0.0	0.97	0.8	0.5	0.72	0.83	0.45	0.0	0.5	0.56	0.69	0.45	0.0	0.85	0.65	0.67	0.45	0.7	0.54	0.0	1.0	0.92	0.44	0.52	0.58	0.1	0.78	0.67	0.93	0.0	0.26
Ambrosia	5980	0.82	0.43	0.78	0.0	0.96	1.0	0.75	0.73	0.24	0.0	0.32	0.67	0.48	0.94	0.8	0.91	0.67	0.0	0.75	0.65	0.4	0.57	0.0	0.47	0.5	1.0	0.56	0.49	0.13	0.0	0.8	1.0	0.92	0.0	0.96	0.63	0.33	0.97	0.86	0.54	0.17	0.63	0.57	0.73	0.22	0.0	0.88	0.0	0.0	0.0	0.68	0.5	0.83	0.63	1.0	0.0	0.57	0.29	0.14	0.86	0.53	0.83	0.0	0.5
Plantago	3940	0.75	0.74	0.0	0.83	0.83	0.79	0.8	0.73	0.53	0.67	0.67	0.94	0.4	0.97	0.63	0.69	0.8	0.86	0.0	0.6	0.63	0.66	0.7	0.6	0.8	0.0	1.0	0.51	0.62	1.0	0.85	0.25	0.0	0.0	0.99	0.63	0.62	0.92	0.9	0.69	0.88	0.62	0.58	0.72	0.54	0.0	0.63	0.69	0.0	0.73	0.53	0.38	0.44	0.77	0.79	0.0	0.47	0.75	0.17	0.84	0.62	0.78	0.0	0.0
Enceliopsis	139	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Camassia	158	0.49	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.33	0.31	1.0	0.0	0.52	0.0	0.0	0.0	0.0	0.57	0.33	0.0	1.0	0.86	0.5	0.31	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.67	0.0	0.0	0.5	0.0	0.0	1.0	0.18	0.57	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Persicaria	2743	0.56	0.45	0.5	0.78	0.78	0.5	0.73	0.5	0.57	0.68	0.27	0.85	0.25	0.54	0.53	0.19	0.38	0.48	0.78	0.62	0.38	0.3	0.88	0.29	0.46	0.63	0.32	0.24	0.74	0.5	0.71	0.67	0.49	0.0	0.89	0.63	0.0	0.74	0.88	0.4	0.46	0.61	0.39	0.42	0.4	0.0	0.44	0.44	0.8	0.47	0.42	0.13	0.64	0.58	0.81	0.5	0.52	0.59	0.0	0.62	0.64	0.67	0.0	0.0
Pseudotrillium	80	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
