taxon	total number of records	% total geocoded	Alameda	Alpine	Amador	Butte	Calaveras	Colusa	Contra Costa	Del Norte	El Dorado	Fresno	Glenn	Humboldt	Imperial	Inyo	Kern	Kings	Lake	Lassen	Los Angeles	Madera	Marin	Mariposa	Mendocino	Merced	Modoc	Mono	Monterey	Napa	Nevada	Orange	Placer	Plumas	Plumas or Sierra	Riverside	Sacramento	San Benito	San Bernardino	San Diego	San Francisco	San Joaquin	San Luis Obispo	San Mateo	Santa Barbara	Santa Clara	Santa Clara/Santa Cruz county line	Santa Cruz	Shasta	Sierra	Siskiyou	Solano	Sonoma	Stanislaus	Sutter	Tehama	Trinity	Tulare	Tuolumne	Unknown	Ventura	Yolo	Yuba
Trichocoronis	49	0.71	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pectocarya+Harpagonella	4680	0.86	1.0	0.0	0.0	1.0	1.0	0.93	0.77	1.0	0.63	0.68	0.8	0.0	0.99	0.63	0.78	0.86	0.73	0.94	0.76	0.69	0.0	0.67	0.82	1.0	0.0	1.0	0.5	0.45	0.8	0.9	0.33	0.0	0.0	0.97	0.33	0.63	0.93	0.93	1.0	1.0	0.52	0.63	0.77	0.25	0.0	0.83	0.83	0.0	0.31	1.0	1.0	0.29	1.0	0.84	0.38	0.47	0.89	0.14	0.83	0.0	0.0
Astragalus_agrestis_clade	13	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cystopteris	1399	0.6	0.0	0.18	1.0	0.82	1.0	1.0	0.71	0.33	0.57	0.67	0.33	0.48	0.0	0.64	0.49	1.0	0.86	0.88	0.61	0.47	0.75	0.66	0.15	0.0	0.62	0.57	0.52	0.33	0.39	0.0	0.92	0.72	0.0	1.0	0.0	0.0	0.81	0.82	0.0	0.0	0.4	0.6	0.92	0.46	0.0	0.67	0.61	0.52	0.22	0.0	1.0	0.0	0.0	0.43	0.61	0.47	0.49	0.0	1.0	0.0	0.0
Malperia	43	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phoradendron_1	755	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.99	0.83	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	1.0	0.0	0.0
Allium_validum_clade	408	0.59	0.0	0.75	0.5	1.0	0.0	0.0	0.0	0.82	0.66	0.63	0.0	0.42	0.0	0.8	0.75	0.0	0.5	0.0	0.0	0.63	0.0	0.36	0.0	0.0	0.5	0.66	0.0	0.0	0.89	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.38	0.47	0.64	0.5	0.0	0.0	0.0	0.0
Aloysia	74	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pycnanthemum	291	0.66	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.67	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.68	0.0	1.0	0.0	0.0	0.85	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.4	0.4	0.0	0.0	0.0	0.0	0.86	0.67	0.0	0.75	0.0	0.0	0.0	1.0
Rudbeckia	300	0.43	0.0	0.5	0.6	0.8	0.25	0.0	0.0	0.41	0.8	0.33	0.2	0.47	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.31	0.0	0.0	0.0	0.0	1.0	0.41	0.36	0.52	0.0	0.0	0.0	0.0
Epilobium_Epilobium	5165	0.69	0.75	0.42	0.74	0.87	0.89	0.9	0.57	0.69	0.7	0.58	0.71	0.48	0.0	0.66	0.81	1.0	0.77	0.86	0.74	0.63	0.52	0.59	0.47	0.77	0.68	0.61	0.57	0.67	0.76	0.93	0.92	0.9	0.0	0.96	0.82	0.0	0.9	0.91	0.72	0.33	0.58	0.68	0.74	0.62	0.0	0.67	0.74	0.61	0.4	0.71	0.44	0.86	0.5	0.69	0.59	0.54	0.54	0.11	0.77	1.0	1.0
Hesperocyparis_2	2818	0.78	0.93	0.0	0.2	1.0	0.0	0.88	0.67	0.33	1.0	0.5	1.0	1.0	0.0	0.0	0.9	0.0	0.8	0.0	0.83	0.0	0.85	0.5	0.8	0.0	0.0	0.0	0.94	0.92	0.88	0.95	0.0	0.0	0.0	0.92	0.0	0.0	1.0	0.71	0.76	0.0	0.36	0.63	0.75	0.8	0.0	0.84	0.63	0.0	0.9	1.0	0.81	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.75	0.81
Pseudotsuga	1097	0.82	0.5	0.0	0.8	0.94	0.33	1.0	0.0	0.98	0.96	0.0	1.0	0.98	0.0	0.0	1.0	0.0	1.0	0.67	0.92	0.0	0.92	0.91	0.84	0.0	0.63	0.0	0.67	1.0	0.67	0.95	0.93	0.83	0.0	0.97	0.0	0.0	0.85	0.79	1.0	0.0	0.5	0.79	0.72	0.75	0.0	0.79	1.0	0.0	0.9	0.0	0.69	0.0	0.0	1.0	1.0	1.0	0.67	0.18	0.64	0.0	1.0
Crataegus	180	0.87	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.83	0.0	0.93	0.0	0.0	0.0	0.83	1.0	0.0	0.0	0.0	1.0	0.0
Calyptridium	3405	0.61	0.0	0.45	0.47	0.65	0.29	0.82	0.0	0.64	0.61	0.47	0.69	0.54	0.89	0.49	0.56	0.0	0.88	0.64	0.69	0.62	0.0	0.44	0.32	0.0	0.58	0.48	0.26	0.92	0.46	1.0	0.62	0.5	0.0	0.93	0.0	0.5	0.84	0.68	0.0	1.0	0.59	0.0	0.63	0.83	0.0	0.97	0.5	0.41	0.42	0.0	0.83	0.0	0.0	0.54	0.45	0.38	0.56	0.1	0.62	1.0	0.5
Crassula	1787	0.67	0.47	1.0	0.44	0.82	0.5	0.8	0.64	0.0	0.6	0.48	0.86	0.29	1.0	0.0	0.41	0.0	0.67	0.0	0.57	0.31	0.43	0.0	0.15	0.77	0.0	0.0	0.4	0.54	0.0	0.7	0.0	0.75	0.0	0.97	0.64	0.5	0.73	0.83	0.54	0.71	0.54	0.57	0.58	0.41	0.0	0.86	0.67	0.0	0.0	0.69	0.46	0.9	0.4	0.9	0.0	0.27	0.5	0.0	0.81	0.83	1.0
Datura	1105	0.75	1.0	0.0	0.0	0.88	0.0	1.0	0.75	0.0	0.0	0.54	1.0	0.0	0.92	0.29	0.63	0.0	0.0	0.0	0.5	1.0	1.0	1.0	0.0	0.7	0.0	0.0	0.83	0.5	0.0	0.82	0.0	0.0	0.0	0.96	0.5	1.0	0.86	0.9	0.0	0.88	0.45	0.0	0.48	0.0	0.0	0.0	1.0	0.0	0.0	0.5	0.64	0.75	1.0	0.0	0.0	0.14	0.4	0.25	0.57	0.42	0.0
Streptopus	117	0.56	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.56	1.0	0.0	0.5	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.5	0.4	0.0	0.0	0.0	0.0	0.0	1.0
Tropidocarpum	1225	0.68	0.71	0.0	0.0	0.57	1.0	0.89	0.81	0.0	1.0	0.44	0.8	0.0	1.0	0.2	0.73	0.56	0.83	0.0	0.63	0.5	1.0	0.71	0.2	0.79	0.0	0.0	0.6	0.33	0.0	0.5	0.46	0.0	0.0	0.97	0.57	0.28	0.85	0.92	0.0	0.85	0.49	0.4	0.67	0.72	0.0	1.0	0.0	0.0	0.0	0.6	0.67	0.5	0.5	0.82	0.0	0.32	0.0	0.0	0.57	0.67	0.0
Morella	576	0.87	0.95	0.0	0.0	0.0	0.0	0.0	1.0	0.96	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.92	0.0	0.9	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.88	0.0	0.73	0.81	0.83	1.0	0.0	0.94	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Moneses	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptochloa_2	913	0.78	0.8	0.0	0.0	0.74	0.0	0.8	0.7	0.0	0.0	0.65	0.93	0.0	0.95	0.33	0.96	1.0	0.0	0.0	0.95	0.57	0.36	0.0	0.25	0.38	0.0	0.0	0.33	0.0	0.0	1.0	0.75	0.0	0.0	0.95	1.0	0.0	0.93	0.9	0.8	1.0	0.33	1.0	0.85	0.0	0.0	0.56	0.0	1.0	1.0	0.83	0.45	0.3	0.78	1.0	0.0	0.73	1.0	0.0	0.8	0.59	0.5
Bidens	772	0.62	0.67	0.0	0.0	0.81	0.67	1.0	0.5	0.0	0.78	0.64	1.0	0.14	0.0	0.54	0.9	0.33	0.5	0.93	0.42	0.6	0.0	1.0	0.0	0.33	0.5	0.64	0.57	0.0	0.5	0.76	0.5	0.53	0.0	0.97	0.81	0.0	0.83	0.79	1.0	0.46	0.0	1.0	1.0	0.63	0.0	0.88	0.5	0.5	0.45	1.0	0.32	0.67	0.5	0.87	0.0	0.25	0.56	0.0	0.8	1.0	1.0
Leptochloa_1	10	0.8	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Verbena	1969	0.72	0.53	0.0	0.2	0.83	0.0	0.8	0.33	0.0	0.22	0.5	1.0	0.23	0.33	0.4	0.69	0.0	0.85	0.5	0.64	0.75	0.22	1.0	0.53	0.73	0.33	0.0	0.53	1.0	1.0	0.88	0.83	0.0	0.0	0.98	0.46	0.67	0.9	0.9	0.0	0.63	0.62	0.43	0.75	0.67	0.0	0.89	0.77	0.0	0.42	0.6	0.77	0.43	1.0	0.85	0.5	0.38	0.81	0.1	0.75	1.0	0.0
Baileya_1	422	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.88	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptochloa_4	12	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	1.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Menziesia	46	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lemna_1	394	0.74	0.67	0.0	0.0	0.93	0.0	0.67	0.78	0.0	0.8	0.36	1.0	0.5	0.0	0.31	0.0	0.0	1.0	1.0	0.7	1.0	0.67	0.0	0.0	1.0	1.0	0.0	0.83	1.0	0.8	0.67	0.0	0.78	0.0	1.0	0.0	0.0	0.93	0.76	0.5	0.33	0.84	0.5	0.78	0.5	0.0	0.5	0.0	0.0	1.0	0.75	0.62	0.0	1.0	1.0	0.67	1.0	0.5	0.0	0.84	1.0	1.0
Alnus_Alnobetula	159	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
Ribes_Calobotrya	6502	0.86	0.86	1.0	0.91	0.99	0.71	0.7	0.79	0.92	0.99	0.76	0.97	0.96	0.67	0.92	0.98	0.0	0.94	0.96	0.98	0.7	0.92	0.74	0.88	1.0	0.78	0.9	0.88	1.0	0.94	0.95	0.99	0.95	0.0	0.97	0.0	0.88	0.99	0.82	0.75	1.0	0.6	0.79	0.76	0.66	0.0	0.86	0.72	0.98	0.89	0.91	0.76	0.33	0.0	0.92	0.91	0.76	0.75	0.07	0.73	0.75	1.0
Oxyria	384	0.46	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.43	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.5	0.0	0.0	0.63	0.51	0.0	0.0	0.44	0.0	0.4	0.0	0.0	0.86	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.67	0.25	0.0	0.0	0.0	0.0	1.0	0.13	0.24	0.45	0.5	0.0	0.0	0.0
Polemonium	1113	0.62	0.29	0.44	0.6	0.86	0.0	0.0	0.0	0.82	0.46	0.76	0.0	1.0	0.0	0.78	0.5	0.0	0.0	0.81	0.0	0.56	1.0	0.38	0.0	0.0	0.6	0.63	0.0	0.0	0.6	0.0	0.65	0.91	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	1.0	0.63	0.0	0.0	0.0	0.55	0.43	0.53	0.0	1.0	0.0	0.0	0.67	0.28	0.71	0.79	0.13	0.87	0.0	0.0
Calliandra	112	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocanthemum	1497	0.86	1.0	0.0	0.62	0.0	0.89	1.0	0.71	0.0	0.82	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.96	0.0	0.92	1.0	0.9	0.0	0.0	0.0	0.94	0.75	0.0	0.96	0.0	0.0	0.0	0.97	0.0	1.0	0.96	0.85	0.0	0.0	0.66	0.89	0.85	1.0	0.0	0.97	0.0	0.0	0.0	1.0	0.44	0.0	0.0	0.0	0.0	0.0	1.0	0.17	0.88	0.0	0.0
Tridens	152	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bebbia	1029	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.86	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.96	0.0	0.0	0.98	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0
Juncus	16388	0.75	0.62	0.67	0.74	0.94	0.78	0.91	0.55	0.47	0.66	0.64	0.92	0.48	1.0	0.7	0.8	1.0	0.83	0.87	0.72	0.82	0.61	0.6	0.5	0.72	0.69	0.67	0.58	0.63	0.8	0.89	0.88	0.89	0.0	0.97	0.69	0.3	0.92	0.91	0.59	0.7	0.58	0.56	0.72	0.67	0.0	0.86	0.79	0.81	0.51	0.71	0.52	0.71	0.86	0.88	0.62	0.65	0.7	0.09	0.84	0.73	0.95
Psorothamnus_1	1756	0.89	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.75	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.99	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0
Psilostrophe	239	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.86	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orcuttia+Tuctoria+Neostapfia	1289	0.75	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.55	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.86	0.8	0.0	0.0	0.0	0.39	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.33	0.0	0.87	0.89	0.0	0.0	0.9	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.67	0.98	0.0	0.59	0.0	0.89	0.0	0.9	0.0	0.0	0.67	0.67	0.0
Luetkea	102	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.94	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cucurbita_2	323	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.93	0.15	0.65	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.9	0.89	0.0	0.0	0.3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8	0.0	0.0	1.0	0.0	0.0
Cucurbita_1	294	0.8	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.25	0.0	0.0	1.0	0.0	0.8	0.0	0.0	0.0	0.67	0.5	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.97	0.0	0.0	0.88	0.92	0.0	1.0	0.67	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.33	0.86	0.0	0.0
Mitellastra	43	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Subularia	46	0.85	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.75	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9	0.0	0.0	0.0	0.0
Eleocharis_2	5012	0.67	0.71	0.47	0.5	0.86	0.6	0.78	0.44	0.17	0.38	0.64	0.84	0.34	0.94	0.52	0.6	0.0	0.81	0.79	0.59	0.63	0.49	0.59	0.43	0.56	0.53	0.41	0.46	0.33	0.39	0.86	0.84	0.67	0.0	0.96	0.8	0.0	0.89	0.91	0.53	0.38	0.38	0.45	0.62	0.34	0.0	0.89	0.57	0.51	0.47	0.33	0.66	0.6	0.5	0.84	0.48	0.46	0.58	0.09	0.86	0.41	0.75
Monolopia	1607	0.54	0.27	0.0	0.0	0.0	0.0	0.68	0.58	1.0	0.0	0.56	0.5	0.0	0.0	0.0	0.63	0.95	0.25	0.0	0.55	0.0	0.75	1.0	0.0	0.75	0.0	0.0	0.19	0.5	0.0	0.33	0.0	0.0	0.0	1.0	0.0	0.35	0.33	0.5	0.0	0.97	0.44	0.8	0.61	0.67	0.0	0.76	0.0	0.0	0.0	0.83	0.33	0.63	0.0	1.0	0.0	0.61	0.0	0.0	0.64	0.5	0.0
Eleocharis_1	546	0.7	0.0	0.86	0.0	0.82	1.0	1.0	0.0	0.0	0.73	0.67	0.0	0.67	0.0	0.43	0.0	0.0	0.78	0.78	1.0	1.0	1.0	1.0	0.0	0.0	0.22	0.61	0.33	0.0	0.63	0.0	1.0	0.76	0.0	1.0	0.0	0.0	0.94	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.65	0.17	0.0	1.0	0.0	0.0	0.63	1.0	0.55	0.71	0.0	0.6	0.0	0.69
Narthecium	186	0.44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.38	0.43	0.5	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.26	0.0	0.0	0.0	0.0	0.0	0.54	0.33	0.75	0.0	0.0	0.0	0.0
Staphylea	195	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.33	0.0	0.0	0.0	0.0	1.0	0.0	0.6	1.0	0.0	0.0	0.0	0.0
Veratrum_2	560	0.64	0.0	0.67	0.67	1.0	0.0	0.0	0.0	1.0	0.55	0.4	1.0	0.69	0.0	0.75	1.0	0.0	1.0	0.5	0.6	0.6	0.0	0.65	0.13	0.0	0.62	0.5	0.0	0.0	0.72	0.0	1.0	0.71	0.0	1.0	0.0	0.0	1.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.5	0.44	0.0	0.0	0.0	0.0	0.6	0.64	0.59	0.7	0.0	0.25	0.0	1.0
